NUMBER,STREET NAME,streetAddress,city,latitude,longidtude,type
70,LEXINGTON AVENUE,70 LEXINGTON AVENUE,JERSEY CITY,40.718589,-74.079948,Vacant Building
147,LEXINGTON AVENUE,147 LEXINGTON AVENUE,JERSEY CITY,40.719753,-74.083403,Vacant Building
182,LEXINGTON AVENUE,182 LEXINGTON AVENUE,JERSEY CITY,40.7206959,-74.084447,Vacant Building
249,LEXINGTON AVENUE,249 LEXINGTON AVENUE,JERSEY CITY,40.721716,-74.087825,Vacant Building
35,LEXINGTON AVENUE,35 LEXINGTON AVENUE,JERSEY CITY,40.717613,-74.079022,Vacant Building
189,LEXINGTON AVENUE,189 LEXINGTON AVENUE,JERSEY CITY,40.720495,-74.085053,Vacant Building
247,LEXINGTON AVENUE,247 LEXINGTON AVENUE,JERSEY CITY,40.72168,-74.087744,Vacant Building
22,LIBERTY AVENUE,22 LIBERTY AVENUE,JERSEY CITY,40.736529,-74.064521,Vacant Building
171,LIBERTY AVENUE,171 LIBERTY AVENUE,JERSEY CITY,40.742758,-74.062215,Vacant Building
271,LIBERTY AVENUE,271 LIBERTY AVENUE,JERSEY CITY,40.746645,-74.059526,Vacant Building
571,LIBERTY AVENUE,571 LIBERTY AVENUE,JERSEY CITY,40.756398,-74.052867,Vacant Building
652,LIBERTY AVENUE,652 LIBERTY AVENUE,JERSEY CITY,40.7586299,-74.0507499,Vacant Building
412,LIBERTY AVENUE,412 LIBERTY AVENUE,JERSEY CITY,40.750691,-74.056124,Vacant Building
114,LINCOLN STREET,114 LINCOLN STREET,JERSEY CITY,40.7485925,-74.0539935,Vacant Building
122,LINCOLN STREET,122 LINCOLN STREET,JERSEY CITY,40.748933,-74.054185,Vacant Building
128,LINCOLN STREET,128 LINCOLN STREET,JERSEY CITY,40.7490084,-74.0544602,Vacant Building
149,LINCOLN STREET,149 LINCOLN STREET,JERSEY CITY,40.749042,-74.055941,Vacant Building
262,LINDEN AVENUE,262 LINDEN AVENUE,JERSEY CITY,40.700089,-74.095317,Vacant Building
312,LINDEN AVENUE,312 LINDEN AVENUE,JERSEY CITY,40.701506,-74.096508,Vacant Building
218,LINDEN AVENUE,218 LINDEN AVENUE,JERSEY CITY,40.698616,-74.094048,Vacant Building
24,LINDEN AVENUE,24 LINDEN AVENUE,JERSEY CITY,40.6926599,-74.0890299,Vacant Building
22,LONG STREET,22 LONG STREET,JERSEY CITY,40.699791,-74.09107,Vacant Building
10,MADISON AVENUE,10 MADISON AVENUE,JERSEY CITY,40.714797,-74.073043,Vacant Building
66,MADISON AVENUE,66 MADISON AVENUE,JERSEY CITY,40.716087,-74.071888,Vacant Building
16,MADISON AVENUE,16 MADISON AVENUE,JERSEY CITY,40.714932,-74.07292,Vacant Building
28,MAGNOLIA AVENUE,28 MAGNOLIA AVENUE,JERSEY CITY,40.729011,-74.056169,Vacant Building
78,MALLORY AVENUE,78 MALLORY AVENUE,JERSEY CITY,40.7166939,-74.090372,Vacant Building
91,MALLORY AVENUE,91 MALLORY AVENUE,JERSEY CITY,40.717472,-74.090404,Vacant Building
107,MALLORY AVENUE,107 MALLORY AVENUE,JERSEY CITY,40.718034,-74.089887,Vacant Building
166,MALLORY AVENUE,166 MALLORY AVENUE,JERSEY CITY,40.719893,-74.087431,Vacant Building
208,MALLORY AVENUE,208 MALLORY AVENUE,JERSEY CITY,40.721267,-74.085812,Vacant Building
447,MALLORY AVENUE,447 MALLORY AVENUE,JERSEY CITY,40.729393,-74.08059,Vacant Building
431,MALLORY AVENUE,431 MALLORY AVENUE,JERSEY CITY,#N/A,#N/A,#N/A
19,MANHATTAN AVENUE,19 MANHATTAN AVENUE,JERSEY CITY,40.741684,-74.049879,Vacant Building
41,MANHATTAN AVENUE,41 MANHATTAN AVENUE,JERSEY CITY,40.742083,-74.050732,Vacant Building
316,MANHATTAN AVENUE,316 MANHATTAN AVENUE,JERSEY CITY,40.747526,-74.062531,Vacant Building
12,MANNING AVENUE,12 MANNING AVENUE,JERSEY CITY,40.713724,-74.064556,Vacant Building
14,MANNING AVENUE,14 MANNING AVENUE,JERSEY CITY,40.713794,-74.064456,Vacant Building
376,MARIN BOULEVARD,376 MARIN BOULEVARD,JERSEY CITY,40.721885,-74.040639,Vacant Building
376-78,MARIN BOULEVARD,376-78 MARIN BOULEVARD,JERSEY CITY,40.7128621,-74.0433126,Vacant Building
14,MARION PLACE,14 MARION PLACE,JERSEY CITY,40.7353962,-74.071543,Vacant Building
14,MARTIN LUTHER KING,14 MARTIN LUTHER KING,JERSEY CITY,40.70079,-74.090548,Vacant Building
32,MARTIN LUTHER KING,32 MARTIN LUTHER KING,JERSEY CITY,40.701304,-74.089915,Vacant Building
164.5,MARTIN LUTHER KING,164.5 MARTIN LUTHER KING,JERSEY CITY,40.7007819,-74.0910677,Vacant Building
181,MARTIN LUTHER KING,181 MARTIN LUTHER KING,JERSEY CITY,40.706085,-74.0850619,Vacant Building
260,MARTIN LUTHER KING,260 MARTIN LUTHER KING,JERSEY CITY,40.7079708,-74.0822464,Vacant Building
292,MARTIN LUTHER KING,292 MARTIN LUTHER KING,JERSEY CITY,40.7088589,-74.080965,Vacant Building
421,MARTIN LUTHER KING,421 MARTIN LUTHER KING,JERSEY CITY,40.712795,-74.077522,Vacant Building
469,MARTIN LUTHER KING,469 MARTIN LUTHER KING,JERSEY CITY,40.714073,-74.076247,Vacant Building
479,MARTIN LUTHER KING,479 MARTIN LUTHER KING,JERSEY CITY,40.714426,-74.075934,Vacant Building
545,MARTIN LUTHER KING,545 MARTIN LUTHER KING,JERSEY CITY,40.71637,-74.0741278,Vacant Building
417-419,MARTIN LUTHER KING,417-419 MARTIN LUTHER KING,JERSEY CITY,40.7127159,-74.0775295,Vacant Building
467.5,MARTIN LUTHER KING,467.5 MARTIN LUTHER KING,JERSEY CITY,40.7007819,-74.0910677,Vacant Building
36,MARTIN LUTHER KING,36 MARTIN LUTHER KING,JERSEY CITY,40.701347,-74.089772,Vacant Building
127-133,MARTIN LUTHER KING,127-133 MARTIN LUTHER KING,JERSEY CITY,40.704445,-74.086918,Vacant Building
198,MC ADOO AVENUE,198 MC ADOO AVENUE,JERSEY CITY,40.70596,-74.0955819,Vacant Building
90,MC ADOO AVENUE,90 MC ADOO AVENUE,JERSEY CITY,40.702822,-74.092965,Vacant Building
48,MCADOO AVENUE,48 MCADOO AVENUE,JERSEY CITY,40.70127,-74.091575,Vacant Building
41,MCADOO AVENUE,41 MCADOO AVENUE,JERSEY CITY,40.700931,-74.091778,Vacant Building
118,MCADOO AVENUE,118 MCADOO AVENUE,JERSEY CITY,40.7036703,-74.0937099,Vacant Building
18,MCDOUGAL STREET .,18 MCDOUGAL STREET .,JERSEY CITY,40.714748,-74.069069,Vacant Building
447,MERCER STREET,447 MERCER STREET,JERSEY CITY,40.72407,-74.062922,Vacant Building
451,MERCER STREET,451 MERCER STREET,JERSEY CITY,40.724116,-74.063011,Vacant Building
493,MERCER STREET,493 MERCER STREET,JERSEY CITY,40.724894,-74.064217,Vacant Building
158-162,MERCER STREET,158-162 MERCER STREET,JERSEY CITY,40.720111,-74.0496414,Vacant Building
4,MERCER STREET,4 MERCER STREET,JERSEY CITY,40.718185,-74.042467,Vacant Building
89,MERSELES STREET,89 MERSELES STREET,JERSEY CITY,40.721606,-74.055469,Vacant Building
28,MINA DRIVE,28 MINA DRIVE,JERSEY CITY,40.6996899,-74.103187,Vacant Building
125,MONITOR STREET,125 MONITOR STREET,JERSEY CITY,40.713223,-74.056656,Vacant Building
427.5,MONMOUTH STREET,427.5 MONMOUTH STREET,JERSEY CITY,40.724649,-74.0491289,Vacant Building
430,MONMOUTH STREET,430 MONMOUTH STREET,JERSEY CITY,40.7246945,-74.0487839,Vacant Building
427A,MONMOUTH STREET,427A MONMOUTH STREET,JERSEY CITY,40.724649,-74.0491289,Vacant Building
755,MONTGOMERY STREET,755 MONTGOMERY STREET,JERSEY CITY,40.725399,-74.0687729,Vacant Building
95-97,MONTGOMERY STREET,95-97 MONTGOMERY STREET,JERSEY CITY,40.7168031,-74.0387321,Vacant Building
227,MONTGOMERY STREET,227 MONTGOMERY STREET,JERSEY CITY,40.717547,-74.045014,Vacant Building
618,MONTGOMERY STREET,618 MONTGOMERY STREET,JERSEY CITY,40.7237,-74.06296,Vacant Building
16,MONTICELLO AVENUE,16 MONTICELLO AVENUE,JERSEY CITY,40.7153009,-74.073769,Vacant Building
24,MONTICELLO AVENUE,24 MONTICELLO AVENUE,JERSEY CITY,40.7154816,-74.0736938,Vacant Building
119,MONTICELLO AVENUE,119 MONTICELLO AVENUE,JERSEY CITY,40.718778,-74.071926,Vacant Building
137,MONTICELLO AVENUE,137 MONTICELLO AVENUE,JERSEY CITY,40.719458,-74.071515,Vacant Building
142,MONTICELLO AVENUE,142 MONTICELLO AVENUE,JERSEY CITY,40.719221,-74.07108,Vacant Building
143,MONTICELLO AVENUE,143 MONTICELLO AVENUE,JERSEY CITY,40.719641,-74.071411,Vacant Building
220,MONTICELLO AVENUE,220 MONTICELLO AVENUE,JERSEY CITY,40.7221339,-74.069323,Vacant Building
224,MONTICELLO AVENUE,224 MONTICELLO AVENUE,JERSEY CITY,40.722262,-74.069228,Vacant Building
238,MONTICELLO AVENUE,238 MONTICELLO AVENUE,JERSEY CITY,40.722774,-74.069032,Vacant Building
141,MONTICELLO AVENUE,141 MONTICELLO AVENUE,JERSEY CITY,40.71958,-74.071447,Vacant Building
16,MORTON PLACE,16 MORTON PLACE,JERSEY CITY,40.7129369,-74.08249,Vacant Building
20,MORTON PLACE,20 MORTON PLACE,JERSEY CITY,40.7129959,-74.082601,Vacant Building
116,MYRTLE AVENUE,116 MYRTLE AVENUE,JERSEY CITY,40.7077669,-74.079562,Vacant Building
98,MYRTLE AVENUE,98 MYRTLE AVENUE,JERSEY CITY,40.7073369,-74.0789011,Vacant Building
109,MYRTLE AVENUE,109 MYRTLE AVENUE,JERSEY CITY,40.707327,-74.079631,Vacant Building
111,MYRTLE AVENUE,111 MYRTLE AVENUE,JERSEY CITY,40.707372,-74.079699,Vacant Building
119,MYRTLE AVENUE,119 MYRTLE AVENUE,JERSEY CITY,40.707554,-74.079976,Vacant Building
133,MYRTLE AVENUE,133 MYRTLE AVENUE,JERSEY CITY,40.7078739,-74.08044,Vacant Building
137,MYRTLE AVENUE,137 MYRTLE AVENUE,JERSEY CITY,40.707963,-74.080578,Vacant Building
139,MYRTLE AVENUE,139 MYRTLE AVENUE,JERSEY CITY,40.708007,-74.080647,Vacant Building
143,MYRTLE AVENUE,143 MYRTLE AVENUE,JERSEY CITY,40.708096,-74.080784,Vacant Building
149,MYRTLE AVENUE,149 MYRTLE AVENUE,JERSEY CITY,40.708229,-74.080991,Vacant Building
151,MYRTLE AVENUE,151 MYRTLE AVENUE,JERSEY CITY,40.708273,-74.0810599,Vacant Building
209,MYRTLE AVENUE,209 MYRTLE AVENUE,JERSEY CITY,40.7096812,-74.083231,Vacant Building
7,MYRTLE AVENUE,7 MYRTLE AVENUE,JERSEY CITY,40.70499,-74.075156,Vacant Building
9,MYRTLE AVENUE,9 MYRTLE AVENUE,JERSEY CITY,40.705015,-74.07523,Vacant Building
73,MYRTLE AVENUE,73 MYRTLE AVENUE,JERSEY CITY,40.706525,-74.078331,Vacant Building
52,NELSON AVENUE,52 NELSON AVENUE,JERSEY CITY,40.753786,-74.051775,Vacant Building
135,NELSON AVENUE,135 NELSON AVENUE,JERSEY CITY,40.756623,-74.050544,Vacant Building
162,NELSON AVENUE,162 NELSON AVENUE,JERSEY CITY,40.757422,-74.049257,Vacant Building
48,NEPTUNE AVENUE,48 NEPTUNE AVENUE,JERSEY CITY,40.6903099,-74.093419,Vacant Building
38,NEPTUNE AVENUE,38 NEPTUNE AVENUE,JERSEY CITY,40.68995,-74.093112,Vacant Building
12,NEW STREET,12 NEW STREET,JERSEY CITY,40.6972345,-74.0890588,Vacant Building
145,NEW YORK AVENUE,145 NEW YORK AVENUE,JERSEY CITY,40.741173,-74.047439,Vacant Building
201,NEW YORK AVENUE,201 NEW YORK AVENUE,JERSEY CITY,40.753168,-74.040283,Vacant Building
274,NEW YORK AVENUE,274 NEW YORK AVENUE,JERSEY CITY,40.745401,-74.044137,Vacant Building
295,NEW YORK AVENUE,295 NEW YORK AVENUE,JERSEY CITY,40.74633,-74.044146,Vacant Building
305,NEW YORK AVENUE,305 NEW YORK AVENUE,JERSEY CITY,40.746649,-74.043942,Vacant Building
396,NEW YORK AVENUE,396 NEW YORK AVENUE,JERSEY CITY,40.749569,-74.04145,Vacant Building
161,NEW YORK AVENUE,161 NEW YORK AVENUE,JERSEY CITY,40.741793,-74.047043,Vacant Building
136,NEWARK AVENUE,136 NEWARK AVENUE,JERSEY CITY,40.7204978,-74.0434543,Vacant Building
143,NEWARK AVENUE,143 NEWARK AVENUE,JERSEY CITY,40.720237,-74.044085,Vacant Building
624,NEWARK AVENUE,624 NEWARK AVENUE,JERSEY CITY,40.7334729,-74.057829,Vacant Building
823,NEWARK AVENUE,823 NEWARK AVENUE,JERSEY CITY,40.735431,-74.065996,Vacant Building
155,NEWARK AVENUE,155 NEWARK AVENUE,JERSEY CITY,40.720502,-74.0444885,Vacant Building
39,NEWKIRK STREET,39 NEWKIRK STREET,JERSEY CITY,40.7277922,-74.0614054,Vacant Building
349,NINTH STREET,349 NINTH STREET,JERSEY CITY,40.728625,-74.049677,Vacant Building
116,NORTH STREET,116 NORTH STREET,JERSEY CITY,40.7528092,-74.0461968,Vacant Building
132,NORTH STREET,132 NORTH STREET,JERSEY CITY,40.753118,-74.046818,Vacant Building
13,OAK STREET,13 OAK STREET,JERSEY CITY,40.712652,-74.075316,Vacant Building
37.5,OAK STREET,37.5 OAK STREET,JERSEY CITY,40.7126871,-74.0748746,Vacant Building
62,OAK STREET,62 OAK STREET,JERSEY CITY,40.714033,-74.076907,Vacant Building
89,OAK STREET,89 OAK STREET,JERSEY CITY,40.714218,-74.07827,Vacant Building
66.5,OAK STREET,66.5 OAK STREET,JERSEY CITY,40.7126871,-74.0748746,Vacant Building
187,OAKLAND STREET,187 OAKLAND STREET,JERSEY CITY,40.739006,-74.051715,Vacant Building
103,OCEAN AVENUE,103 OCEAN AVENUE,JERSEY CITY,40.692471,-74.094903,Vacant Building
331,OCEAN AVENUE,331 OCEAN AVENUE,JERSEY CITY,40.698614,-74.086551,Vacant Building
480,OCEAN AVENUE,480 OCEAN AVENUE,JERSEY CITY,40.702648,-74.081114,Vacant Building
487,OCEAN AVENUE,487 OCEAN AVENUE,JERSEY CITY,40.70328,-74.081157,Vacant Building
505,OCEAN AVENUE,505 OCEAN AVENUE,JERSEY CITY,40.703758,-74.080675,Vacant Building
668,OCEAN AVENUE,668 OCEAN AVENUE,JERSEY CITY,40.7089969,-74.076407,Vacant Building
678,OCEAN AVENUE,678 OCEAN AVENUE,JERSEY CITY,40.709219,-74.0762869,Vacant Building
758,OCEAN AVENUE,758 OCEAN AVENUE,JERSEY CITY,40.711773,-74.0750797,Vacant Building
275-279,OCEAN AVENUE,275-279 OCEAN AVENUE,JERSEY CITY,40.697202,-74.088645,Vacant Building
665-667,OCEAN AVENUE,665-667 OCEAN AVENUE,JERSEY CITY,40.7092,-74.0769679,Vacant Building
474,OCEAN AVENUE,474 OCEAN AVENUE,JERSEY CITY,40.702467,-74.081216,Vacant Building
480,OCEAN AVENUE,480 OCEAN AVENUE,JERSEY CITY,40.702648,-74.081114,Vacant Building
610,OCEAN AVENUE,610 OCEAN AVENUE,JERSEY CITY,40.707218,-74.077365,Vacant Building
658,OCEAN AVENUE,658 OCEAN AVENUE,JERSEY CITY,40.708721,-74.0765909,Vacant Building
272,OCEAN AVENUE,272 OCEAN AVENUE,JERSEY CITY,40.6968776,-74.0886451,Vacant Building
377,OCEAN AVENUE,377 OCEAN AVENUE,JERSEY CITY,40.699806,-74.084811,Vacant Building
512,OCEAN AVENUE,512 OCEAN AVENUE,JERSEY CITY,40.703765,-74.079925,Vacant Building
438,OCEAN AVENUE,438 OCEAN AVENUE,JERSEY CITY,40.701298,-74.082425,Vacant Building
311,OCEAN AVENUE,311 OCEAN AVENUE,JERSEY CITY,40.698237,-74.087231,Vacant Building
91,OCEAN AVENUE,91 OCEAN AVENUE,JERSEY CITY,40.692013,-74.095398,Vacant Building
59,OCEAN AVENUE,59 OCEAN AVENUE,JERSEY CITY,40.6908653,-74.0967196,Vacant Building
101,OCEAN AVENUE,101 OCEAN AVENUE,JERSEY CITY,40.692392,-74.095001,Vacant Building
105,OCEAN AVENUE,105 OCEAN AVENUE,JERSEY CITY,40.692511,-74.094855,Vacant Building
148,OCEAN AVENUE,148 OCEAN AVENUE,JERSEY CITY,40.693352,-74.09308,Vacant Building
311,OCEAN AVENUE,311 OCEAN AVENUE,JERSEY CITY,40.698237,-74.087231,Vacant Building
354,OGDEN AVENUE,354 OGDEN AVENUE,JERSEY CITY,40.745866,-74.041807,Vacant Building
379,OGDEN AVENUE,379 OGDEN AVENUE,JERSEY CITY,40.746687,-74.041844,Vacant Building
401,OGDEN AVENUE,401 OGDEN AVENUE,JERSEY CITY,40.7473118,-74.0413114,Vacant Building
377,OGDEN AVENUE,377 OGDEN AVENUE,JERSEY CITY,40.7466409,-74.041874,Vacant Building
269,OGDEN AVENUE,269 OGDEN AVENUE,JERSEY CITY,40.743104,-74.044136,Vacant Building
105,OLD BERGEN ROAD,105 OLD BERGEN ROAD,JERSEY CITY,40.693364,-74.096214,Vacant Building
160,OLD BERGEN ROAD,160 OLD BERGEN ROAD,JERSEY CITY,40.694792,-74.094308,Vacant Building
275,OLD BERGEN ROAD,275 OLD BERGEN ROAD,JERSEY CITY,40.699503,-74.092497,Vacant Building
306,OLD BERGEN ROAD,306 OLD BERGEN ROAD,JERSEY CITY,40.7004499,-74.091995,Vacant Building
98,OLD BERGEN ROAD,98 OLD BERGEN ROAD,JERSEY CITY,40.6926879,-74.096134,Vacant Building
162-164,OLD BERGEN ROAD,162-164 OLD BERGEN ROAD,JERSEY CITY,40.6951004,-74.0943164,Vacant Building
144,OLD BERGEN ROAD,144 OLD BERGEN ROAD,JERSEY CITY,40.6944454,-74.0949271,Vacant Building
158,OLD BERGEN ROAD,158 OLD BERGEN ROAD,JERSEY CITY,40.694738,-74.094356,Vacant Building
221,OLEAN AVENUE,221 OLEAN AVENUE,JERSEY CITY,40.7287469,-74.0776457,Vacant Building
200,OLEAN AVENUE,200 OLEAN AVENUE,JERSEY CITY,40.727904,-74.077688,Vacant Building
61,ORIENT AVENUE,61 ORIENT AVENUE,JERSEY CITY,40.7099649,-74.079425,Vacant Building
75,ORIENT AVENUE,75 ORIENT AVENUE,JERSEY CITY,40.710451,-74.08017,Vacant Building
93.5,ORIENT AVENUE,93.5 ORIENT AVENUE,JERSEY CITY,40.7087909,-74.0771492,Vacant Building
97,ORIENT AVENUE,97 ORIENT AVENUE,JERSEY CITY,40.710938,-74.080914,Vacant Building
98,ORIENT AVENUE,98 ORIENT AVENUE,JERSEY CITY,40.7112589,-74.08047,Vacant Building
99,ORIENT AVENUE,99 ORIENT AVENUE,JERSEY CITY,40.7110703,-74.080958,Vacant Building
112,ORIENT AVENUE,112 ORIENT AVENUE,JERSEY CITY,40.711511,-74.0808969,Vacant Building
0,ORIENT AVENUE,0 ORIENT AVENUE,JERSEY CITY,40.7087132,-74.0769721,Vacant Building
81A,ORIENT AVENUE,81A ORIENT AVENUE,JERSEY CITY,40.7106674,-74.0803883,Vacant Building
81,ORIENT AVENUE,81 ORIENT AVENUE,JERSEY CITY,40.71058,-74.080367,Vacant Building
81.5,ORIENT AVENUE,81.5 ORIENT AVENUE,JERSEY CITY,40.7087909,-74.0771492,Vacant Building
112.5,ORIENT AVENUE,112.5 ORIENT AVENUE,JERSEY CITY,40.7087909,-74.0771492,Vacant Building
37,OXFORD AVENUE,37 OXFORD AVENUE,JERSEY CITY,40.717628,-74.077589,Vacant Building
113,OXFORD AVENUE,113 OXFORD AVENUE,JERSEY CITY,40.719131,-74.080404,Vacant Building
277,PACIFIC AVENUE,277 PACIFIC AVENUE,JERSEY CITY,40.710982,-74.063761,Vacant Building
326,PACIFIC AVENUE,326 PACIFIC AVENUE,JERSEY CITY,40.711858,-74.061575,Vacant Building
398,PACIFIC AVENUE,398 PACIFIC AVENUE,JERSEY CITY,40.713487,-74.05928,Vacant Building
424,PACIFIC AVENUE,424 PACIFIC AVENUE,JERSEY CITY,40.714091,-74.058429,Vacant Building
428,PACIFIC AVENUE,428 PACIFIC AVENUE,JERSEY CITY,40.714153,-74.058341,Vacant Building
368,PACIFIC AVENUE,368 PACIFIC AVENUE,JERSEY CITY,40.712767,-74.060294,Vacant Building
91,PALISADE AVENUE,91 PALISADE AVENUE,JERSEY CITY,40.732629,-74.052091,Vacant Building
404,PALISADE AVENUE,404 PALISADE AVENUE,JERSEY CITY,40.7423659,-74.045008,Vacant Building
406,PALISADE AVENUE,406 PALISADE AVENUE,JERSEY CITY,40.7424279,-74.044969,Vacant Building
417,PALISADE AVENUE,417 PALISADE AVENUE,JERSEY CITY,40.743038,-74.045245,Vacant Building
425,PALISADE AVENUE,425 PALISADE AVENUE,JERSEY CITY,40.743284,-74.045087,Vacant Building
454,PALISADE AVENUE,454 PALISADE AVENUE,JERSEY CITY,40.743958,-74.043991,Vacant Building
461,PALISADE AVENUE,461 PALISADE AVENUE,JERSEY CITY,40.7444879,-74.044319,Vacant Building
520,PALISADE AVENUE,520 PALISADE AVENUE,JERSEY CITY,40.7461985,-74.0427619,Vacant Building
364-366,PALISADE AVENUE,364-366 PALISADE AVENUE,JERSEY CITY,40.741013,-74.045873,Vacant Building
91 A,PALISADE AVENUE,91 A PALISADE AVENUE,JERSEY CITY,40.73271,-74.05208,Vacant Building
671,PALISADE AVENUE,671 PALISADE AVENUE,JERSEY CITY,40.7512779,-74.0399168,Vacant Building
81,PALISADE AVENUE,81 PALISADE AVENUE,JERSEY CITY,40.732393,-74.052463,Vacant Building
380,PALISADE AVENUE,380 PALISADE AVENUE,JERSEY CITY,40.7416703,-74.0456212,Vacant Building
391,PALISADE AVENUE,391 PALISADE AVENUE,JERSEY CITY,40.7421719,-74.045798,Vacant Building
389,PALISADE AVENUE,389 PALISADE AVENUE,JERSEY CITY,40.7421093,-74.0457901,Vacant Building
40,PAMRAPO AVENUE,40 PAMRAPO AVENUE,JERSEY CITY,40.692138,-74.0994121,Vacant Building
42,PAMRAPO AVENUE,42 PAMRAPO AVENUE,JERSEY CITY,40.6920785,-74.0993607,Vacant Building
24,PAMRAPO AVENUE,24 PAMRAPO AVENUE,JERSEY CITY,40.6912246,-74.0982778,Vacant Building
77,PAMRAPO AVENUE,77 PAMRAPO AVENUE,JERSEY CITY,40.692452,-74.100057,Vacant Building
2,PARK STREET,2 PARK STREET,JERSEY CITY,40.716128,-74.069163,Vacant Building
56,PARK STREET,56 PARK STREET,JERSEY CITY,40.717524,-74.068438,Vacant Building
42,PASSAIC AVENUE,42 PASSAIC AVENUE,JERSEY CITY,40.751312,-74.047697,Vacant Building
223,PAVONIA AVENUE,223 PAVONIA AVENUE,JERSEY CITY,40.727268,-74.04325,Vacant Building
304,PAVONIA AVENUE,304 PAVONIA AVENUE,JERSEY CITY,40.728132,-74.047608,Vacant Building
177,PEARSALL AVENUE,177 PEARSALL AVENUE,JERSEY CITY,40.695672,-74.095059,Vacant Building
295,PEARSALL AVENUE,295 PEARSALL AVENUE,JERSEY CITY,40.6993,-74.098137,Vacant Building
20,PEARSALL AVENUE,20 PEARSALL AVENUE,JERSEY CITY,40.69109,-74.09059,Vacant Building
258,PINE STREET,258 PINE STREET,JERSEY CITY,40.711682,-74.059089,Vacant Building
276,PINE STREET,276 PINE STREET,JERSEY CITY,40.712213,-74.0583319,Vacant Building
184,PINE STREET,184 PINE STREET,JERSEY CITY,40.709836,-74.061774,Vacant Building
137,POPLAR STREET,137 POPLAR STREET,JERSEY CITY,40.755598,-74.050259,Vacant Building
133,POPLAR STREET,133 POPLAR STREET,JERSEY CITY,40.755535,-74.050099,Vacant Building
18,PRESCOTT STREET,18 PRESCOTT STREET,JERSEY CITY,40.7161797,-74.0679811,Vacant Building
56,PRESCOTT STREET,56 PRESCOTT STREET,JERSEY CITY,40.717432,-74.068141,Vacant Building
79,PRESCOTT STREET,79 PRESCOTT STREET,JERSEY CITY,40.717432,-74.069472,Vacant Building
338,PRINCETON AVENUE,338 PRINCETON AVENUE,JERSEY CITY,40.691599,-74.0889318,Vacant Building
248,PRINCTON AVENUE,248 PRINCTON AVENUE,JERSEY CITY,40.68962,-74.091401,Vacant Building
282,PRINCTON AVENUE,282 PRINCTON AVENUE,JERSEY CITY,40.690297,-74.090534,Vacant Building
364,PRINCTON AVENUE,364 PRINCTON AVENUE,JERSEY CITY,40.692331,-74.087925,Vacant Building
86,PROSPECT STREET,86 PROSPECT STREET,JERSEY CITY,40.738999,-74.050956,Vacant Building
20A,PROSPECT STREET,20A PROSPECT STREET,JERSEY CITY,40.737694,-74.048577,Vacant Building
29,PROSPECT STREET,29 PROSPECT STREET,JERSEY CITY,40.73748,-74.049021,Vacant Building
73,RANDOLPH AVENUE,73 RANDOLPH AVENUE,JERSEY CITY,40.70646,-74.074929,Vacant Building
126,RANDOLPH AVENUE,126 RANDOLPH AVENUE,JERSEY CITY,40.708139,-74.073347,Vacant Building
