NUMBER,STREET NAME,streetAddress,city,latitude,longidtude,type
134,RANDOLPH AVENUE,134 RANDOLPH AVENUE,JERSEY CITY,40.708435,-74.073285,Vacant Building
245,RANDOLPH AVENUE,245 RANDOLPH AVENUE,JERSEY CITY,40.711847,-74.070769,Vacant Building
273,RANDOLPH AVENUE,273 RANDOLPH AVENUE,JERSEY CITY,40.712266,-74.070296,Vacant Building
23,RANDOLPH AVENUE,23 RANDOLPH AVENUE,JERSEY CITY,40.704969,-74.076054,Vacant Building
156,RANDOLPH AVENUE,156 RANDOLPH AVENUE,JERSEY CITY,40.709263,-74.072743,Vacant Building
175,RANDOLPH AVENUE,175 RANDOLPH AVENUE,JERSEY CITY,40.709935,-74.072986,Vacant Building
171,RANDOLPH AVENUE,171 RANDOLPH AVENUE,JERSEY CITY,40.709828,-74.0730899,Vacant Building
46,RAVINE AVENUE,46 RAVINE AVENUE,JERSEY CITY,40.740662,-74.049268,Vacant Building
25,REED STREET,25 REED STREET,JERSEY CITY,40.7230567,-74.0701478,Vacant Building
79,ROOSEVELT AVENUE,79 ROOSEVELT AVENUE,JERSEY CITY,40.721271,-74.085047,Vacant Building
11,ROSE AVENUE,11 ROSE AVENUE,JERSEY CITY,40.698942,-74.091621,Vacant Building
12,ROSE AVENUE,12 ROSE AVENUE,JERSEY CITY,40.698618,-74.091277,Vacant Building
56,ROSE AVENUE,56 ROSE AVENUE,JERSEY CITY,40.699669,-74.089928,Vacant Building
60,ROSE AVENUE,60 ROSE AVENUE,JERSEY CITY,40.699749,-74.089826,Vacant Building
66,ROSE AVENUE,66 ROSE AVENUE,JERSEY CITY,40.699915,-74.089613,Vacant Building
173,ROSE AVENUE,173 ROSE AVENUE,JERSEY CITY,40.702786,-74.0864014,Vacant Building
189,ROSE AVENUE,189 ROSE AVENUE,JERSEY CITY,40.7033987,-74.0857867,Vacant Building
44,RUTGERS AVENUE,44 RUTGERS AVENUE,JERSEY CITY,40.6988981,-74.089714,Vacant Building
64,RUTGERS AVENUE,64 RUTGERS AVENUE,JERSEY CITY,40.699351,-74.08902,Vacant Building
73,SANFORD PLACE,73 SANFORD PLACE,JERSEY CITY,40.745937,-74.056102,Vacant Building
46,SEAVIEW AVENUE,46 SEAVIEW AVENUE,JERSEY CITY,40.689802,-74.094031,Vacant Building
220,SEAVIEW AVENUE,220 SEAVIEW AVENUE,JERSEY CITY,40.69526,-74.09836,Vacant Building
56,SEAVIEW AVENUE,56 SEAVIEW AVENUE,JERSEY CITY,40.690116,-74.094279,Vacant Building
171,SECOND STREET,171 SECOND STREET,JERSEY CITY,40.721964,-74.04035,Vacant Building
62,SEIDLER STREET,62 SEIDLER STREET,JERSEY CITY,40.717426,-74.074252,Vacant Building
25,SEIDLER STREET,25 SEIDLER STREET,JERSEY CITY,40.71664,-74.075394,Vacant Building
60,SEIDLER STREET,60 SEIDLER STREET,JERSEY CITY,40.7174369,-74.0743008,Vacant Building
15,SEIDLER STREET,15 SEIDLER STREET,JERSEY CITY,40.716341,-74.075614,Vacant Building
374,SEVENTH STREET,374 SEVENTH STREET,JERSEY CITY,40.726948,-74.051188,Vacant Building
21,SHEFIELD AVENUE,21 SHEFIELD AVENUE,JERSEY CITY,40.6977475,-74.0890055,Vacant Building
45,SHEFIELD AVENUE,45 SHEFIELD AVENUE,JERSEY CITY,40.698324,-74.089787,Vacant Building
29,SHERMAN AVENUE,29 SHERMAN AVENUE,JERSEY CITY,40.741822,-74.048997,Vacant Building
70,SHERMAN AVENUE,70 SHERMAN AVENUE,JERSEY CITY,40.743013,-74.0476599,Vacant Building
99,SHERMAN AVENUE,99 SHERMAN AVENUE,JERSEY CITY,40.7442586,-74.0474409,Vacant Building
102,SHERMAN AVENUE,102 SHERMAN AVENUE,JERSEY CITY,40.7442526,-74.0472483,Vacant Building
113,SHERMAN AVENUE,113 SHERMAN AVENUE,JERSEY CITY,40.74465,-74.047141,Vacant Building
120,SHERMAN AVENUE,120 SHERMAN AVENUE,JERSEY CITY,40.744867,-74.04652,Vacant Building
127,SHERMAN AVENUE,127 SHERMAN AVENUE,JERSEY CITY,40.745258,-74.04683,Vacant Building
26,SIEDLER STREET,26 SIEDLER STREET,JERSEY CITY,40.716386,-74.074897,Vacant Building
32,SIEDLER STREET,32 SIEDLER STREET,JERSEY CITY,40.716578,-74.074767,Vacant Building
60,SIEDLER STREET,60 SIEDLER STREET,JERSEY CITY,40.7174369,-74.0743008,Vacant Building
64,SIEDLER STREET,64 SIEDLER STREET,JERSEY CITY,40.717461,-74.074228,Vacant Building
338,SIP AVENUE,338 SIP AVENUE,JERSEY CITY,40.733514,-74.076058,Vacant Building
271-277,SIP AVENUE,271-277 SIP AVENUE,JERSEY CITY,40.7326229,-74.073474,Vacant Building
216.5,SIXTH STREET,216.5 SIXTH STREET,JERSEY CITY,40.7257727,-74.0476072,Vacant Building
240.5,SIXTH STREET,240.5 SIXTH STREET,JERSEY CITY,40.7257727,-74.0476072,Vacant Building
2,SKILLMAN AVENUE,2 SKILLMAN AVENUE,JERSEY CITY,40.73625,-74.063657,Vacant Building
63,SKILLMAN AVENUE,63 SKILLMAN AVENUE,JERSEY CITY,40.738586,-74.063725,Vacant Building
75,SOUTH STREET,75 SOUTH STREET,JERSEY CITY,40.7485974,-74.0450787,Vacant Building
78,SOUTH STREET,78 SOUTH STREET,JERSEY CITY,40.748755,-74.0450369,Vacant Building
58,ST. PAULS AVENUE,58 ST. PAULS AVENUE,JERSEY CITY,40.7349543,-74.0535032,Vacant Building
310,STEGMAN PARKWAY,310 STEGMAN PARKWAY,JERSEY CITY,40.708488,-74.088894,Vacant Building
263,STEGMAN STREET,263 STEGMAN STREET,JERSEY CITY,40.7066892,-74.0877081,Vacant Building
203,STEGMAN STREET,203 STEGMAN STREET,JERSEY CITY,40.7051512,-74.0850376,Vacant Building
60,STEGMAN STREET,60 STEGMAN STREET,JERSEY CITY,40.702571,-74.080336,Vacant Building
234,STEGMAN STREET,234 STEGMAN STREET,JERSEY CITY,40.706127,-74.085701,Vacant Building
67,STEGMAN STREET,67 STEGMAN STREET,JERSEY CITY,40.70253,-74.081012,Vacant Building
207,STEGMAN STREET,207 STEGMAN STREET,JERSEY CITY,40.70518,-74.085212,Vacant Building
24,STEGMAN TERRACE,24 STEGMAN TERRACE,JERSEY CITY,40.709043,-74.0910763,Vacant Building
169,STERLING AVENUE,169 STERLING AVENUE,JERSEY CITY,40.707717,-74.092099,Vacant Building
169,STERLING AVENUE,169 STERLING AVENUE,JERSEY CITY,40.707717,-74.092099,Vacant Building
316,STEVENS AVENUE,316 STEVENS AVENUE,JERSEY CITY,40.707245,-74.095895,Vacant Building
321,STEVENS AVENUE,321 STEVENS AVENUE,JERSEY CITY,40.707066,-74.096333,Vacant Building
50,STORMS AVENUE,50 STORMS AVENUE,JERSEY CITY,40.722073,-74.067435,Vacant Building
105,STORMS AVENUE,105 STORMS AVENUE,JERSEY CITY,40.723885,-74.068562,Vacant Building
108,STORMS AVENUE,108 STORMS AVENUE,JERSEY CITY,40.723956,-74.068014,Vacant Building
37,STORMS AVENUE,37 STORMS AVENUE,JERSEY CITY,40.721584,-74.0678329,Vacant Building
21,STORMS AVENUE,21 STORMS AVENUE,JERSEY CITY,40.721013,-74.067683,Vacant Building
51,STUYVESANT AVENUE,51 STUYVESANT AVENUE,JERSEY CITY,40.729615,-74.070893,Vacant Building
88A,SUBURBIA DRIVE,88A SUBURBIA DRIVE,JERSEY CITY,40.7038757,-74.0997328,Vacant Building
96 A,SUBURBIA DRIVE,96 A SUBURBIA DRIVE,JERSEY CITY,40.7040995,-74.099652,Vacant Building
29,SUMMIT AVENUE,29 SUMMIT AVENUE,JERSEY CITY,40.716183,-74.067485,Vacant Building
102,SUMMIT AVENUE,102 SUMMIT AVENUE,JERSEY CITY,40.718787,-74.067162,Vacant Building
118,SUMMIT AVENUE,118 SUMMIT AVENUE,JERSEY CITY,40.7192725,-74.0670937,Vacant Building
136,SUMMIT AVENUE,136 SUMMIT AVENUE,JERSEY CITY,40.7199024,-74.066772,Vacant Building
948,SUMMIT AVENUE,948 SUMMIT AVENUE,JERSEY CITY,40.746383,-74.051813,Vacant Building
225,SUMMIT AVENUE,225 SUMMIT AVENUE,JERSEY CITY,40.722976,-74.066046,Vacant Building
280,SUMMIT AVENUE,280 SUMMIT AVENUE,JERSEY CITY,40.724739,-74.064458,Vacant Building
687,SUMMIT AVENUE,687 SUMMIT AVENUE,JERSEY CITY,40.738584,-74.058685,Vacant Building
689,SUMMIT AVENUE,689 SUMMIT AVENUE,JERSEY CITY,40.73865,-74.058636,Vacant Building
86,SUSSEX STREET,86 SUSSEX STREET,JERSEY CITY,40.7146935,-74.0372603,Vacant Building
152,SUSSEX STREET,152 SUSSEX STREET,JERSEY CITY,40.715109,-74.04074,Vacant Building
158,SUSSEX STREET,158 SUSSEX STREET,JERSEY CITY,40.715129,-74.040919,Vacant Building
234,SUYDAM AVENUE,234 SUYDAM AVENUE,JERSEY CITY,40.7086759,-74.061448,Vacant Building
60,SYCAMORE ROAD,60 SYCAMORE ROAD,JERSEY CITY,40.697608,-74.101578,Vacant Building
19,TERHUNE AVENUE,19 TERHUNE AVENUE,JERSEY CITY,40.70182,-74.093889,Vacant Building
80,TERHUNE AVENUE,80 TERHUNE AVENUE,JERSEY CITY,40.7037819,-74.094881,Vacant Building
28,TERHUNE AVENUE,28 TERHUNE AVENUE,JERSEY CITY,40.7022774,-74.0936865,Vacant Building
84,TERHUNE AVENUE,84 TERHUNE AVENUE,JERSEY CITY,40.7039436,-74.0950389,Vacant Building
298,TERRACE AVENUE,298 TERRACE AVENUE,JERSEY CITY,40.756347,-74.053303,Vacant Building
307,THIRD STREET,307 THIRD STREET,JERSEY CITY,40.7234473,-74.0481488,Vacant Building
19,THORNE STREET,19 THORNE STREET,JERSEY CITY,40.748703,-74.048625,Vacant Building
70,THORNE STREET,70 THORNE STREET,JERSEY CITY,40.749991,-74.050609,Vacant Building
187,TONNELE AVENUE,187 TONNELE AVENUE,JERSEY CITY,40.737149,-74.066386,Vacant Building
634,TONNELE AVENUE,634 TONNELE AVENUE,JERSEY CITY,40.751981,-74.057611,Vacant Building
2,TOWERS STREET,2 TOWERS STREET,JERSEY CITY,40.710674,-74.089057,Vacant Building
49,TOWERS STREET,49 TOWERS STREET,JERSEY CITY,40.711359,-74.089502,Vacant Building
20,UNION STREET,20 UNION STREET,JERSEY CITY,40.711778,-74.071015,Vacant Building
82,UNION STREET,82 UNION STREET,JERSEY CITY,40.713012,-74.073397,Vacant Building
217,UNION STREET,217 UNION STREET,JERSEY CITY,40.7158006,-74.0793223,Vacant Building
166,UNION STREET,166 UNION STREET,JERSEY CITY,40.714894,-74.076892,Vacant Building
415,UNION STREET,415 UNION STREET,JERSEY CITY,40.719901,-74.086951,Vacant Building
217,UNION STREET,217 UNION STREET,JERSEY CITY,40.7158006,-74.0793223,Vacant Building
134,VAN HORNE STREET,134 VAN HORNE STREET,JERSEY CITY,40.7109703,-74.0659516,Vacant Building
137,VAN HORNE STREET,137 VAN HORNE STREET,JERSEY CITY,40.711215,-74.066115,Vacant Building
148,VAN HORNE STREET,148 VAN HORNE STREET,JERSEY CITY,40.711118,-74.065472,Vacant Building
152,VAN HORNE STREET,152 VAN HORNE STREET,JERSEY CITY,40.711181,-74.065384,Vacant Building
164,VAN HORNE STREET,164 VAN HORNE STREET,JERSEY CITY,40.711367,-74.065122,Vacant Building
180,VAN HORNE STREET,180 VAN HORNE STREET,JERSEY CITY,40.7117069,-74.064644,Vacant Building
85-91,VAN HORNE STREET,85-91 VAN HORNE STREET,JERSEY CITY,40.7100279,-74.067485,Vacant Building
137,VAN NOSTRAND AVENUE,137 VAN NOSTRAND AVENUE,JERSEY CITY,40.701551,-74.0871049,Vacant Building
211,VAN NOSTRAND AVENUE,211 VAN NOSTRAND AVENUE,JERSEY CITY,40.703215,-74.089639,Vacant Building
289,VAN NOSTRAND AVENUE,289 VAN NOSTRAND AVENUE,JERSEY CITY,40.7056571,-74.0929414,Vacant Building
380,VAN NOSTRAND AVENUE,380 VAN NOSTRAND AVENUE,JERSEY CITY,40.7078119,-74.095359,Vacant Building
116,VAN NOSTRAND AVENUE,116 VAN NOSTRAND AVENUE,JERSEY CITY,40.701372,-74.085947,Vacant Building
293,VAN NOSTRAND AVENUE,293 VAN NOSTRAND AVENUE,JERSEY CITY,40.705705,-74.0930098,Vacant Building
152,VAN NOSTRAND AVENUE,152 VAN NOSTRAND AVENUE,JERSEY CITY,40.702176,-74.087174,Vacant Building
37,VAN NOSTRAND AVENUE,37 VAN NOSTRAND AVENUE,JERSEY CITY,40.6992794,-74.0839691,Vacant Building
60,VIRGINIA AVENUE,60 VIRGINIA AVENUE,JERSEY CITY,40.712829,-74.077874,Vacant Building
97,VIRGINIA AVENUE,97 VIRGINIA AVENUE,JERSEY CITY,40.712893,-74.079159,Vacant Building
98,VIRGINIA AVENUE,98 VIRGINIA AVENUE,JERSEY CITY,40.713501,-74.0793635,Vacant Building
106,VIRGINIA AVENUE,106 VIRGINIA AVENUE,JERSEY CITY,40.713655,-74.079517,Vacant Building
157,VIRGINIA AVENUE,157 VIRGINIA AVENUE,JERSEY CITY,40.714184,-74.08146,Vacant Building
170,VIRGINIA AVENUE,170 VIRGINIA AVENUE,JERSEY CITY,40.715003,-74.082053,Vacant Building
175,VIRGINIA AVENUE,175 VIRGINIA AVENUE,JERSEY CITY,40.714539,-74.082125,Vacant Building
245,VIRGINIA AVENUE,245 VIRGINIA AVENUE,JERSEY CITY,40.716066,-74.084985,Vacant Building
286,VIRGINIA AVENUE,286 VIRGINIA AVENUE,JERSEY CITY,40.717548,-74.08634,Vacant Building
297,VIRGINIA AVENUE,297 VIRGINIA AVENUE,JERSEY CITY,40.7173341,-74.0868076,Vacant Building
335,VIRGINIA AVENUE,335 VIRGINIA AVENUE,JERSEY CITY,40.7181039,-74.088375,Vacant Building
298,VIRGINIA AVENUE,298 VIRGINIA AVENUE,JERSEY CITY,40.71773,-74.086739,Vacant Building
205,VIRGINIA AVENUE,205 VIRGINIA AVENUE,JERSEY CITY,40.715217,-74.083563,Vacant Building
41,VROOM STREET,41 VROOM STREET,JERSEY CITY,40.7264234,-74.0635617,Vacant Building
63,VROOM STREET,63 VROOM STREET,JERSEY CITY,40.726805,-74.064507,Vacant Building
13,WADE STREET,13 WADE STREET,JERSEY CITY,40.698979,-74.086608,Vacant Building
25,WADE STREET,25 WADE STREET,JERSEY CITY,40.699275,-74.086979,Vacant Building
45,WADE STREET,45 WADE STREET,JERSEY CITY,40.699675,-74.087481,Vacant Building
59,WADE STREET,59 WADE STREET,JERSEY CITY,40.700029,-74.087922,Vacant Building
126,WADE STREET,126 WADE STREET,JERSEY CITY,40.702267,-74.0899249,Vacant Building
134,WADE STREET,134 WADE STREET,JERSEY CITY,40.702468,-74.090176,Vacant Building
97,WADE STREET,97 WADE STREET,JERSEY CITY,40.701139,-74.089314,Vacant Building
37,WALES AVENUE,37 WALES AVENUE,JERSEY CITY,40.734797,-74.074054,Vacant Building
109,WALES AVENUE,109 WALES AVENUE,JERSEY CITY,40.7370372,-74.0729452,Vacant Building
111,WALES AVENUE,111 WALES AVENUE,JERSEY CITY,40.737076,-74.072922,Vacant Building
12,WALLIS STREET,12 WALLIS STREET,JERSEY CITY,40.734453,-74.075612,Vacant Building
44,WARNER AVENUE,44 WARNER AVENUE,JERSEY CITY,40.699499,-74.087757,Vacant Building
124,WARNER AVENUE,124 WARNER AVENUE,JERSEY CITY,40.701676,-74.090485,Vacant Building
127,WARNER AVENUE,127 WARNER AVENUE,JERSEY CITY,40.701423,-74.0909609,Vacant Building
57,WARNER AVENUE,57 WARNER AVENUE,JERSEY CITY,40.699589,-74.088667,Vacant Building
55,WAVERLY STREET,55 WAVERLY STREET,JERSEY CITY,40.737722,-74.051231,Vacant Building
65,WAVERLY STREET,65 WAVERLY STREET,JERSEY CITY,40.737923,-74.051597,Vacant Building
11,WAVERLY STREET,11 WAVERLY STREET,JERSEY CITY,40.73684,-74.049623,Vacant Building
11,WAYNE STREET,11 WAYNE STREET,JERSEY CITY,40.718398,-74.042616,Vacant Building
56,WAYNE STREET,56 WAYNE STREET,JERSEY CITY,40.719431,-74.0445529,Vacant Building
70,WAYNE STREET,70 WAYNE STREET,JERSEY CITY,40.719578,-74.045162,Vacant Building
198,WAYNE STREET,198 WAYNE STREET,JERSEY CITY,40.730196,-74.0666959,Vacant Building
423,WAYNE STREET,423 WAYNE STREET,JERSEY CITY,40.712835,-74.052721,Vacant Building
72,WAYNE STREET,72 WAYNE STREET,JERSEY CITY,40.703778,-74.077688,Vacant Building
197,WEBSTER AVENUE,197 WEBSTER AVENUE,JERSEY CITY,40.7044039,-74.077737,Vacant Building
271,WEBSTER AVENUE,271 WEBSTER AVENUE,JERSEY CITY,40.705411,-74.076775,Vacant Building
165,WEBSTER AVENUE,165 WEBSTER AVENUE,JERSEY CITY,40.706463,-74.076134,Vacant Building
153,WEBSTER AVENUE,153 WEBSTER AVENUE,JERSEY CITY,40.743882,-74.04671,Vacant Building
4,WEGMAN COURT,4 WEGMAN COURT,JERSEY CITY,40.7065849,-74.07535,Vacant Building
12,WEGMAN COURT,12 WEGMAN COURT,JERSEY CITY,40.708003,-74.075312,Vacant Building
41,WEGMAN PARKWAY,41 WEGMAN PARKWAY,JERSEY CITY,40.709445,-74.073817,Vacant Building
58,WEGMAN PARKWAY,58 WEGMAN PARKWAY,JERSEY CITY,40.709805,-74.073705,Vacant Building
145,WEGMAN PARKWAY,145 WEGMAN PARKWAY,JERSEY CITY,40.710342,-74.073192,Vacant Building
65,WEGMAN PARKWAY,65 WEGMAN PARKWAY,JERSEY CITY,40.711245,-74.072378,Vacant Building
142,WEST SIDE AVENUE,142 WEST SIDE AVENUE,JERSEY CITY,40.711768,-74.072179,Vacant Building
148,WEST SIDE AVENUE,148 WEST SIDE AVENUE,JERSEY CITY,40.7114815,-74.0719423,Vacant Building
301,WEST SIDE AVENUE,301 WEST SIDE AVENUE,JERSEY CITY,40.705072,-74.07638,Vacant Building
360,WEST SIDE AVENUE,360 WEST SIDE AVENUE,JERSEY CITY,40.707465,-74.074927,Vacant Building
443,WEST SIDE AVENUE,443 WEST SIDE AVENUE,JERSEY CITY,40.7036938,-74.0781225,Vacant Building
757,WEST SIDE AVENUE,757 WEST SIDE AVENUE,JERSEY CITY,40.710217,-74.074126,Vacant Building
999,WEST SIDE AVENUE,999 WEST SIDE AVENUE,JERSEY CITY,40.7129641,-74.070778,Vacant Building
1019,WEST SIDE AVENUE,1019 WEST SIDE AVENUE,JERSEY CITY,40.706156,-74.07558,Vacant Building
650,WEST SIDE AVENUE,650 WEST SIDE AVENUE,JERSEY CITY,40.69944,-74.083022,Vacant Building
11,WEST STREET,11 WEST STREET,JERSEY CITY,40.7010549,-74.084062,Vacant Building
98,WESTERN AVENUE,98 WESTERN AVENUE,JERSEY CITY,40.7025099,-74.087128,Vacant Building
31,WESTERVELT PLACE,31 WESTERVELT PLACE,JERSEY CITY,40.703009,-74.087045,Vacant Building
35,WESTERVELT PLACE,35 WESTERVELT PLACE,JERSEY CITY,40.702689,-74.087402,Vacant Building
36,WESTERVELT PLACE,36 WESTERVELT PLACE,JERSEY CITY,40.708485,-74.095028,Vacant Building
305,WHITON STREET,305 WHITON STREET,JERSEY CITY,40.7001994,-74.083061,Vacant Building
366,WHITON STREET,366 WHITON STREET,JERSEY CITY,40.700682,-74.084331,Vacant Building
376,WHITON STREET,376 WHITON STREET,JERSEY CITY,40.7058204,-74.0911124,Vacant Building
299,WHITON STREET,299 WHITON STREET,JERSEY CITY,40.6914011,-73.9983729,Vacant Building
302,WHITON STREET,302 WHITON STREET,JERSEY CITY,40.715959,-74.077355,Vacant Building
332,WHITON STREET,332 WHITON STREET,JERSEY CITY,40.71473,-74.07595,Vacant Building
227-229,WHITON STREET,227-229 WHITON STREET,JERSEY CITY,40.714939,-74.076344,Vacant Building
305,WHITON STREET,305 WHITON STREET,JERSEY CITY,40.7001994,-74.083061,Vacant Building
11,WILKINSON AVENUE,11 WILKINSON AVENUE,JERSEY CITY,40.7230501,-74.0650125,Vacant Building
111,WILKINSON AVENUE,111 WILKINSON AVENUE,JERSEY CITY,40.72744,-74.060507,Vacant Building
133,WILKINSON AVENUE,133 WILKINSON AVENUE,JERSEY CITY,40.730965,-74.0577351,Vacant Building
172,WILKINSON AVENUE,172 WILKINSON AVENUE,JERSEY CITY,40.734844,-74.052953,Vacant Building
98,WILKINSON AVENUE,98 WILKINSON AVENUE,JERSEY CITY,40.7230501,-74.0650125,Vacant Building
91,WILKINSON AVENUE,91 WILKINSON AVENUE,JERSEY CITY,40.7218488,-74.0656685,Vacant Building
201,WILKINSON AVENUE,201 WILKINSON AVENUE,JERSEY CITY,40.697629,-74.09782,Vacant Building
170,WILKINSON AVENUE,170 WILKINSON AVENUE,JERSEY CITY,40.700277,-74.099997,Vacant Building
58,WILLIAMS AVENUE,58 WILLIAMS AVENUE,JERSEY CITY,40.718095,-74.054127,Vacant Building
83,WILLIAMS AVENUE,83 WILLIAMS AVENUE,JERSEY CITY,40.6988119,-74.081323,Vacant Building
25,WILLIAMS AVENUE,25 WILLIAMS AVENUE,JERSEY CITY,40.700503,-74.080528,Vacant Building
20,WINFIELD AVENUE,20 WINFIELD AVENUE,JERSEY CITY,40.700548,-74.080349,Vacant Building
39,WINFIELD AVENUE,39 WINFIELD AVENUE,JERSEY CITY,40.699485,-74.079988,Vacant Building
119,WINFIELD AVENUE,119 WINFIELD AVENUE,JERSEY CITY,40.705997,-74.08092,Vacant Building
273,WINFIELD AVENUE,273 WINFIELD AVENUE,JERSEY CITY,40.702817,-74.076755,Vacant Building
313,WINFIELD AVENUE,313 WINFIELD AVENUE,JERSEY CITY,40.702967,-74.076824,Vacant Building
83,WOODLAWN AVENUE,83 WOODLAWN AVENUE,JERSEY CITY,40.707908,-74.084633,Vacant Building
102,WOODLAWN AVENUE,102 WOODLAWN AVENUE,JERSEY CITY,40.707682,-74.084295,Vacant Building
156,WOODLAWN AVENUE,156 WOODLAWN AVENUE,JERSEY CITY,40.702998,-74.077674,Vacant Building
158,WOODLAWN AVENUE,158 WOODLAWN AVENUE,JERSEY CITY,40.7060419,-74.080988,Vacant Building
161,WOODLAWN AVENUE,161 WOODLAWN AVENUE,JERSEY CITY,40.744471,-74.057066,Vacant Building
176,WOODLAWN AVENUE,176 WOODLAWN AVENUE,JERSEY CITY,40.744821,-74.059155,Vacant Building
255,WOODLAWN AVENUE,255 WOODLAWN AVENUE,JERSEY CITY,40.735701,-74.052884,Vacant Building
262,WOODLAWN AVENUE,262 WOODLAWN AVENUE,JERSEY CITY,40.736406,-74.053134,Vacant Building
399,WOODLAWN AVENUE,399 WOODLAWN AVENUE,JERSEY CITY,40.7371089,-74.055625,Vacant Building
411,WOODLAWN AVENUE,411 WOODLAWN AVENUE,JERSEY CITY,40.7191529,-74.0682743,Vacant Building
412,WOODLAWN AVENUE,412 WOODLAWN AVENUE,JERSEY CITY,40.7189489,-74.0687542,Vacant Building
288,WOODLAWN AVENUE,288 WOODLAWN AVENUE,JERSEY CITY,40.718912,-74.068803,Vacant Building
259,WOODLAWN AVENUE,259 WOODLAWN AVENUE,JERSEY CITY,40.71893,-74.068845,Vacant Building
367,WOODLAWN AVENUE,367 WOODLAWN AVENUE,JERSEY CITY,40.719564,-74.0702788,Vacant Building
405,WOODLAWN AVENUE,405 WOODLAWN AVENUE,JERSEY CITY,40.7290115,-74.0780576,Vacant Building
101,WOODLAWN AVENUE,101 WOODLAWN AVENUE,JERSEY CITY,40.7214979,-74.078806,Vacant Building
72,WOODWARD STREET,72 WOODWARD STREET,JERSEY CITY,40.708256,-74.085711,Vacant Building
106,WOODWARD STREET,106 WOODWARD STREET,JERSEY CITY,40.7091179,-74.084368,Vacant Building
108,WOODWARD STREET,108 WOODWARD STREET,JERSEY CITY,40.710635,-74.083776,Vacant Building
176,WOODWARD STREET,176 WOODWARD STREET,JERSEY CITY,40.712351,-74.082455,Vacant Building
104-104.5,WOODWARD STREET,104-104.5 WOODWARD STREET,JERSEY CITY,40.724729,-74.069653,Vacant Building
106,ZABRISKIE STREET,106 ZABRISKIE STREET,JERSEY CITY,40.728007,-74.067474,Vacant Building
131,ZABRISKIE STREET,131 ZABRISKIE STREET,JERSEY CITY,40.7234073,-74.0704962,Vacant Building
133,ZABRISKIE STREET,133 ZABRISKIE STREET,JERSEY CITY,40.713985,-74.081153,Vacant Building
184,ZABRISKIE STREET,184 ZABRISKIE STREET,JERSEY CITY,40.717298,-74.077532,Vacant Building
37,GARDNER AVENUE,37 GARDNER AVENUE,JERSEY CITY,40.719779,-74.068897,Vacant Building
88,WADE STREET,88 WADE STREET,JERSEY CITY,40.701248,-74.088651,Vacant Building
127-125,HAGUE STREET,127-125 HAGUE STREET,JERSEY CITY,40.757576,-74.048961,Vacant Building
44,DALES AVENUE,44 DALES AVENUE,JERSEY CITY,40.735451,-74.076122,Vacant Building
44,DELMAR ROAD,44 DELMAR ROAD,JERSEY CITY,40.698195,-74.103851,Vacant Building
115,NEPTUNE AVENUE,115 NEPTUNE AVENUE,JERSEY CITY,40.692465,-74.095543,Vacant Building
535-533,MERCER STREET,535-533 MERCER STREET,JERSEY CITY,40.7255401,-74.0657076,Vacant Building